0, 1.062
1, 1.098
2, 1.098
3, 6.533
4, 8.549
5, 6.162
6, 6.529
7, 6.99
8, 4.814
9, 7.636
10, 7.229
11, 5.013
12, 4.071
13, 6.915
14, 5.549
15, 2.112
16, 0.937
17, 0.937
18, 0.872
19, 1.774
20, 4.442
21, 4.161
22, 4.148
23, 4.149
24, 6.072
25, 5.918
26, 4.391
27, 5.071
28, 4.816
29, 4.982
30, 5.274
31, 6.623
32, 6.663
33, 6.7
34, 6.608
35, 6.192
36, 4.836
37, 6.051
38, 6.513
39, 4.665
40, 6.517
41, 6.459
42, 4.966
43, 4.516
44, 4.415
45, 4.927
46, 6.269
47, 7.0
48, 6.897
49, 7.0
50, 7.0
51, 6.555
52, 4.554
53, 4.191
54, 6.065
55, 5.259
56, 6.66
57, 6.651
58, 5.618
59, 4.608
60, 5.341
61, 6.881
62, 6.147
63, 4.466
64, 4.923
65, 4.208
66, 5.289
67, 4.25
68, 5.603
69, 5.325
70, 6.387
71, 6.476
72, 4.955
73, 4.158
74, 5.53
75, 6.256
76, 6.994
77, 7.0
78, 7.85
79, 7.005
80, 7.0
81, 7.0
82, 7.0
83, 7.0
84, 7.0
85, 7.0
86, 7.0
87, 7.0
88, 6.261
89, 5.103
90, 4.901
91, 6.816
92, 7.025
93, 5.471
94, 4.259
95, 4.609
96, 4.239
97, 4.21
98, 4.251
99, 5.467
